simulation,2025,2026,2027,2028,2029
3298,0,112,3,0,0
3299,0,0,2,0,8
3300,18,0,1,0,70
3301,0,0,0,1,0
3302,2,1,0,0,27
3303,3,0,0,0,0
3304,7,0,0,0,0
3305,0,0,0,3,0
3306,23,0,6,13,0
3307,0,0,0,42,12
3308,0,6,3,0,15
3309,0,0,0,6,1
3310,7,0,7,65,0
3311,0,11,7,0,4
3312,0,1,0,22,2
3313,0,1,16,0,11
3314,0,0,4,1,0
3315,0,0,0,0,5
3316,0,0,7,0,1
3317,34,3,0,25,2
3318,9,6,0,0,0
3319,0,20,31,2,0
3320,4,13,6,0,0
3321,61,0,8,49,54
3322,17,0,1,0,0
3323,1,2,6,0,0
3324,0,0,0,0,8
3325,3,51,0,14,0
3326,0,7,0,0,0
3327,0,0,8,0,0
3328,1,0,11,0,0
3329,0,0,1,7,0
3330,0,30,0,0,4
3331,1,0,0,0,25
3332,0,0,1,36,7
3333,0,0,0,0,0
3334,26,4,21,0,0
3335,0,0,1,0,0
3336,2,62,32,0,0
3337,0,13,15,0,0
3338,13,5,1,2,0
3339,15,47,0,0,0
3340,0,0,1,0,0
3341,5,89,0,47,2
3342,0,0,0,0,0
3343,0,0,0,0,0
3344,38,22,4,0,0
3345,7,0,0,1,8
3346,0,0,2,0,0
3347,35,0,2,25,4
3348,0,0,0,0,2
3349,12,69,0,0,28
3350,0,0,5,0,3
3351,62,0,21,27,37
3352,76,76,3,112,0
3353,1,1,1,7,0
3354,0,0,7,0,9
3355,0,0,0,0,3
3356,0,0,0,0,0
3357,3,6,0,2,5
3358,3,0,0,12,0
3359,3,0,3,0,16
3360,0,0,0,0,0
3361,51,4,57,54,0
3362,23,5,0,0,1
3363,0,3,0,0,0
3364,0,8,4,0,0
3365,0,17,4,3,0
3366,5,0,8,0,28
3367,0,0,0,0,1
3368,0,0,0,0,7
3369,81,0,0,196,1
3370,0,3,0,0,7
3371,0,0,0,0,78
3372,0,24,0,0,20
3373,14,0,0,0,0
3374,16,0,0,2,0
3375,0,0,10,0,0
3376,0,0,0,0,0
3377,0,0,0,0,1
3378,0,13,24,0,24
3379,0,2,0,3,0
3380,23,0,0,0,14
3381,7,68,25,32,89
3382,0,0,15,2,19
3383,0,1,0,10,13
3384,10,0,3,6,2
3385,8,0,0,0,1
3386,0,0,1,0,1
3387,0,0,0,0,0
3388,0,1,0,0,23
3389,18,6,0,0,3
3390,0,0,49,0,2
3391,87,0,0,1,0
3392,1,0,0,5,33
3393,0,0,0,1,0
3394,0,4,0,0,0
3395,0,6,0,0,0
3396,2,0,0,6,0
3397,0,0,15,0,12
3398,3,20,3,9,0
3399,0,16,2,0,1
3400,0,0,0,0,0
3401,0,0,0,0,0
3402,30,11,2,0,0
3403,6,1,6,1,0
3404,0,0,0,0,0
3405,0,0,3,0,0
3406,0,42,0,2,9
3407,0,4,1,0,4
3408,6,0,0,0,0
3409,0,21,0,3,0
3410,16,0,0,0,12
3411,0,0,0,0,0
3412,0,0,49,15,7
3413,22,0,0,0,0
3414,1,0,1,2,22
3415,0,5,34,6,0
3416,0,36,9,0,0
3417,13,0,0,0,0
3418,0,1,0,0,0
3419,0,0,0,0,8
3420,0,5,1,0,0
3421,57,8,0,146,12
3422,0,2,1,1,0
3423,0,0,0,0,0
3424,0,10,0,0,0
3425,1,2,0,1,0
3426,0,0,0,0,1
3427,0,0,0,0,0
3428,0,0,6,2,0
3429,0,5,0,0,0
3430,0,16,1,1,0
3431,0,13,0,2,5
3432,0,13,1,0,15
3433,1,3,1,7,0
3434,0,0,26,59,0
3435,3,36,0,0,0
3436,14,7,3,5,10
3437,1,0,2,0,0
3438,0,3,25,8,0
3439,0,3,0,0,3
3440,0,0,1,0,0
3441,0,2,3,8,0
3442,0,0,0,0,0
3443,0,0,0,0,6
3444,13,0,0,7,0
3445,0,0,2,0,142
3446,2,4,9,1,20
3447,0,0,0,0,3
3448,0,15,10,1,253
3449,0,6,0,0,0
3450,1,1,0,0,6
3451,0,0,0,1,7
3452,20,0,0,1,0
3453,6,32,0,0,0
3454,0,2,9,1,0
3455,0,0,0,0,2
3456,0,12,1,0,0
3457,10,1,0,0,0
3458,0,2,10,9,1
3459,0,1,0,36,2
3460,0,0,2,81,22
3461,0,0,1,41,32
3462,0,0,0,0,0
3463,10,4,1,2,2
3464,13,0,0,0,0
3465,13,0,0,9,49
3466,0,0,0,5,34
3467,0,0,6,0,7
3468,0,0,1,0,2
3469,0,0,0,1,1
3470,8,0,15,4,0
3471,0,0,0,8,0
3472,0,1,0,0,0
3473,0,22,1,2,2
3474,0,8,2,1,0
3475,0,0,26,340,0
3476,0,0,1,5,1
3477,0,0,0,0,60
3478,33,0,77,4,6
3479,6,0,0,0,6
3480,5,2,0,0,1
3481,91,0,33,2,49
3482,0,0,13,0,42
3483,5,7,0,0,1
3484,0,0,14,0,0
3485,3,10,3,0,55
3486,0,0,0,6,0
3487,34,0,0,20,17
3488,17,7,0,0,0
3489,57,0,0,0,0
3490,0,8,4,0,0
3491,16,0,0,0,0
3492,0,0,0,0,1
3493,0,0,3,0,0
3494,0,0,1,0,0
3495,4,0,1,5,36
3496,0,1,7,2,0
3497,211,1,0,0,176
3498,0,0,1,3,0
3499,0,3,0,0,0
3500,2,3,6,0,3
3501,7,60,1,0,13
3502,1,0,0,20,0
3503,3,0,147,0,0
3504,47,0,0,6,0
3505,0,3,0,0,0
3506,0,0,0,0,50
3507,3,17,13,0,0
3508,0,12,0,44,0
3509,3,38,0,0,0
3510,0,0,10,0,81
3511,14,0,4,17,1
3512,10,0,1,10,1
3513,0,0,0,0,5
3514,5,0,22,5,1
3515,0,0,4,62,0
3516,0,63,9,0,3
3517,0,0,1,6,12
3518,77,10,3,0,3
3519,0,17,0,16,0
3520,0,0,30,0,5
3521,0,10,5,8,2
3522,0,0,0,0,0
3523,5,0,0,1,1
3524,1,0,1,0,0
3525,0,4,18,1,1
3526,4,0,0,0,1
3527,1,26,0,11,13
3528,7,13,0,0,0
3529,0,5,9,12,10
3530,10,0,2,0,0
3531,1,0,0,0,0
3532,0,50,0,28,37
3533,2,1,0,5,0
3534,1,0,0,5,0
3535,2,0,4,0,3
3536,0,0,0,4,0
3537,0,0,0,3,39
3538,0,0,0,2,1
3539,2,0,2,1,0
3540,4,0,0,0,97
3541,0,0,12,4,2
3542,6,41,58,0,0
3543,4,0,5,4,8
3544,1,2,6,0,0
3545,0,0,17,4,0
3546,0,0,14,0,0
3547,0,0,34,0,0
3548,1,0,0,8,0
3549,0,1,0,1,0
3550,0,5,0,22,0
3551,7,0,15,0,2
3552,0,0,0,0,15
3553,8,0,0,0,0
3554,4,0,1,0,0
3555,0,0,3,0,0
3556,0,0,8,6,3
3557,11,0,0,0,50
3558,0,111,8,0,20
3559,2,8,0,3,0
3560,1,11,0,5,0
3561,0,0,0,0,0
3562,77,38,67,0,16
3563,6,0,14,1,0
3564,0,0,0,0,0
3565,0,0,0,0,0
3566,23,0,0,0,0
3567,0,0,0,0,0
3568,0,0,0,12,0
3569,0,4,3,1,0
3570,0,0,0,2,22
3571,20,0,0,0,2
3572,0,0,11,0,0
3573,0,0,0,16,0
3574,2,23,2,21,4
3575,0,0,1,0,0
3576,6,10,0,0,0
3577,13,0,20,4,12
3578,17,5,0,0,8
3579,0,4,3,1,0
3580,0,0,0,10,0
3581,0,9,0,7,0
3582,0,0,0,0,0
3583,0,0,0,0,0
3584,0,12,2,21,0
3585,16,0,22,2,13
3586,3,0,0,35,0
3587,0,5,4,0,16
3588,0,0,0,0,6
3589,11,14,1,3,0
3590,46,0,0,3,0
3591,0,1,0,0,0
3592,48,3,0,0,1
3593,20,0,0,0,17
3594,13,2,27,0,0
3595,0,12,1,19,0
3596,8,0,31,12,1
3597,6,0,1,0,0
3598,0,0,1,22,2
3599,0,0,0,3,0
3600,23,0,2,0,0
3601,0,0,0,1,0
3602,0,0,0,2,3
3603,0,0,0,6,0
3604,10,62,0,28,20
3605,34,0,7,0,0
3606,0,0,1,36,7
3607,0,0,0,0,0
3608,0,5,5,0,0
3609,34,1,0,0,0
3610,6,0,0,5,0
3611,0,3,0,0,13
3612,70,3,1,23,0
3613,0,0,1,3,48
3614,5,3,0,3,1
3615,0,19,4,19,0
3616,2,0,0,97,0
3617,0,7,0,2,3
3618,1,10,1,13,0
3619,3,13,4,6,6
3620,11,0,16,0,46
3621,19,0,2,8,12
3622,7,2,0,0,0
3623,0,1,0,0,0
3624,0,17,1,0,0
3625,12,7,1,0,26
3626,30,0,0,3,0
3627,0,0,12,0,12
3628,0,0,0,16,10
3629,0,0,14,0,0
3630,25,0,0,8,1
3631,3,0,0,0,3
3632,0,0,0,3,0
3633,2,0,0,7,0
3634,1,6,1,0,0
3635,58,1,1,1,0
3636,0,30,0,0,22
3637,20,15,0,1,0
3638,0,0,0,0,0
3639,23,7,14,0,22
3640,0,2,16,13,5
3641,0,1,4,7,1
3642,1,0,2,0,34
3643,14,0,0,1,0
3644,0,4,0,24,0
3645,1,1,0,0,0
3646,0,0,0,7,0
3647,6,2,0,15,1
3648,0,0,1,55,3
3649,0,0,3,0,7
3650,98,3,1,0,0
3651,0,9,11,0,30
3652,0,0,0,0,1
3653,18,0,0,1,2
3654,1,0,9,8,3
3655,2,0,21,3,0
3656,0,0,0,14,1
3657,15,0,22,8,1
3658,0,28,0,1,18
3659,0,7,3,19,18
3660,0,0,0,2,6
3661,0,0,2,4,18
3662,0,3,0,37,0
3663,3,1,10,4,0
3664,1,1,9,3,70
3665,4,29,0,0,0
3666,4,0,38,1,0
3667,48,8,32,3,31
3668,0,0,20,40,0
3669,0,0,11,49,0
3670,6,0,0,0,2
3671,1,4,0,16,0
3672,9,0,4,11,0
3673,0,0,0,55,0
3674,0,0,0,0,0
3675,0,13,4,5,0
3676,0,0,0,0,0
3677,8,2,0,0,1
3678,0,13,0,0,0
3679,37,1,0,20,0
3680,48,1,0,2,0
3681,0,0,0,0,0
3682,15,51,0,32,5
3683,60,0,0,0,7
3684,0,0,0,4,0
3685,0,1,5,2,3
3686,1,0,9,94,0
3687,0,4,13,1,0
3688,0,0,170,86,21
3689,2,0,6,0,0
3690,2,3,0,0,16
3691,0,0,0,0,0
3692,5,0,0,24,5
3693,6,0,1,0,0
3694,0,0,0,0,0
3695,0,0,0,0,3
3696,0,0,0,0,1
3697,0,10,0,0,2
3698,5,1,5,0,0
3699,0,0,0,0,12
3700,1,0,1,0,0
3701,0,19,3,0,0
3702,2,1,0,0,2
3703,0,0,0,0,4
3704,0,0,0,2,0
3705,66,4,7,0,0
3706,0,0,2,0,3
3707,6,0,0,0,0
3708,2,129,0,20,20
3709,22,2,0,0,2
3710,27,0,0,2,0
3711,9,4,0,0,0
3712,127,2,19,2,2
3713,0,0,0,0,4
3714,7,1,0,0,0
3715,0,38,0,3,5
3716,0,10,0,2,0
3717,0,7,0,0,55
3718,10,0,1,0,120
3719,3,20,33,6,5
3720,16,0,23,3,28
3721,0,0,20,31,0
3722,1,20,32,2,1
3723,15,38,13,2,4
3724,0,0,6,0,0
3725,0,2,0,0,1
3726,1,5,20,0,0
3727,21,69,0,0,19
3728,0,0,0,4,0
3729,21,2,0,0,0
3730,0,6,0,1,0
3731,1,0,0,6,0
3732,4,67,0,0,0
3733,0,0,3,0,136
3734,6,9,4,2,0
3735,29,6,18,9,0
3736,0,0,0,17,0
3737,0,0,1,1,0
3738,2,0,0,0,0
3739,4,16,59,0,40
3740,1,1,3,58,2
3741,13,2,0,2,0
3742,0,0,0,0,2
3743,3,0,0,0,0
3744,2,5,2,0,0
3745,14,4,20,0,10
3746,0,10,1,0,0
3747,8,10,0,0,2
3748,0,0,3,0,3
3749,1,4,31,12,1
3750,0,10,0,0,7
3751,0,0,3,0,23
3752,0,8,1,0,0
3753,1,2,4,0,5
3754,5,6,15,4,0
3755,9,37,7,2,0
3756,75,14,0,1,2
3757,7,22,9,4,17
3758,9,1,2,12,19
3759,48,6,47,18,1
3760,0,30,0,0,16
3761,4,4,2,0,0
3762,1,34,0,1,2
3763,0,5,0,0,0
3764,37,20,46,0,0
3765,2,0,1,0,3
3766,0,3,0,9,0
3767,9,0,6,0,0
3768,0,0,0,18,0
3769,0,6,0,2,1
3770,0,6,0,0,0
3771,2,0,54,0,1
3772,0,22,22,0,12
3773,33,22,0,8,0
3774,0,3,1,0,0
3775,0,0,11,0,13
3776,0,57,3,76,3
3777,0,0,11,4,0
3778,2,0,11,3,0
3779,2,2,0,2,0
3780,0,0,1,0,0
3781,0,0,25,5,0
3782,0,0,0,0,0
3783,0,2,1,9,0
3784,15,19,2,0,1
3785,1,20,0,0,45
3786,0,0,0,6,0
3787,0,13,0,0,21
3788,0,13,0,0,0
3789,13,33,27,0,21
3790,1,0,50,4,25
3791,0,0,0,0,0
3792,0,0,2,0,0
3793,0,3,0,0,0
3794,0,12,0,0,0
3795,2,2,0,0,0
3796,0,0,0,2,0
3797,0,26,0,0,0
3798,0,0,0,18,1
3799,0,0,0,7,45
3800,0,10,21,0,1
3801,25,0,0,0,0
3802,1,0,3,9,1
3803,9,0,1,11,4
3804,1,1,0,1,1
3805,0,6,0,0,0
3806,0,2,22,4,0
3807,0,1,18,2,10
3808,0,0,0,5,2
3809,0,1,0,0,0
3810,0,1,0,4,0
3811,70,0,0,0,55
3812,4,0,0,7,17
3813,1,0,0,13,2
3814,5,1,57,1,76
3815,0,1,11,1,0
3816,0,43,4,6,6
3817,0,0,0,1,0
3818,3,0,0,1,17
3819,10,0,0,11,3
3820,1,1,1,64,0
3821,19,0,0,78,0
3822,1,0,1,0,0
3823,1,11,0,0,2
3824,19,3,0,1,2
3825,0,0,0,0,0
3826,0,4,0,0,1
3827,0,0,0,9,0
3828,6,7,1,0,0
3829,8,0,239,0,2
3830,0,3,14,5,0
3831,0,0,21,12,0
3832,0,0,4,0,9
3833,0,1,0,1,0
3834,0,6,0,2,0
3835,0,0,1,0,0
3836,0,23,0,5,0
3837,3,0,0,9,0
3838,0,0,0,69,1
3839,4,7,1,9,0
3840,0,0,0,0,0
3841,53,2,9,0,0
3842,0,36,80,0,0
3843,0,0,0,0,19
3844,12,0,1,0,3
3845,4,19,1,6,4
3846,14,14,0,0,0
3847,0,0,0,0,0
3848,0,22,1,1,0
3849,0,0,2,6,0
3850,2,1,0,0,4
3851,0,9,0,0,1
3852,0,0,0,0,0
3853,1,27,0,0,13
3854,0,21,0,0,1
3855,1,0,40,48,5
3856,1,0,0,0,0
3857,0,1,8,4,2
3858,0,0,4,0,0
3859,40,4,9,1,0
3860,6,0,0,14,0
3861,6,0,2,0,95
3862,0,3,0,105,1
3863,0,0,3,0,0
3864,0,16,6,12,0
3865,0,7,3,9,27
3866,0,1,10,10,0
3867,1,0,1,2,0
3868,12,0,0,0,10
3869,6,2,0,0,0
3870,0,0,3,0,0
3871,0,3,0,1,0
3872,0,4,4,0,0
3873,1,0,1,0,0
3874,0,39,2,9,11
3875,0,2,9,24,4
3876,0,0,322,0,0
3877,0,0,0,0,0
3878,0,0,3,0,12
3879,2,1,0,0,0
3880,3,0,0,0,0
3881,0,2,0,5,33
3882,0,0,7,0,0
3883,17,0,64,0,5
3884,17,10,1,5,0
3885,0,0,17,1,11
3886,8,0,0,0,16
3887,0,0,2,0,0
3888,0,0,10,0,0
3889,35,79,1,2,0
3890,4,0,0,0,0
3891,0,15,2,0,0
3892,0,2,15,0,0
3893,1,0,0,1,2
3894,0,0,12,0,5
3895,0,0,2,0,0
3896,2,54,0,0,95
3897,0,0,8,112,0
3898,0,211,0,1,0
3899,0,3,2,0,2
3900,7,73,0,10,1
3901,13,29,0,27,36
3902,0,0,0,0,0
3903,40,10,0,35,0
3904,0,0,3,1,0
3905,0,0,11,0,3
3906,0,3,0,0,27
3907,3,0,0,2,1
3908,0,2,0,0,8
3909,1,0,0,0,0
3910,1,1,0,3,10
3911,0,1,0,0,0
3912,44,0,0,0,0
3913,1,0,0,1,14
3914,0,1,1,0,0
3915,1,22,0,3,0
3916,0,7,3,19,3
3917,8,234,14,22,0
3918,2,0,0,1,1
3919,0,0,0,0,0
3920,50,4,0,7,0
3921,4,0,0,0,0
3922,1,1,0,0,1
3923,6,3,3,14,1
3924,0,39,34,0,0
3925,2,0,0,0,0
3926,1,0,0,50,0
3927,0,1,4,17,0
3928,26,8,0,0,7
3929,0,1,0,5,50
3930,0,6,5,13,0
3931,0,4,0,0,0
3932,0,4,0,0,0
3933,0,19,0,0,0
3934,0,0,44,1,1
3935,0,0,0,0,0
3936,0,6,0,1,27
3937,0,3,0,6,14
3938,4,86,1,0,1
3939,0,13,0,1,19
3940,5,1,0,3,0
3941,0,0,0,0,0
3942,0,0,0,0,16
3943,1,2,0,0,31
3944,12,0,1,0,1
3945,1,15,0,0,0
3946,1,0,0,0,1
3947,17,51,0,0,0
3948,0,1,2,0,103
3949,3,1,0,13,0
3950,2,5,0,0,1
3951,1,19,9,1,0
3952,100,0,4,8,0
3953,16,2,0,0,10
3954,1,10,31,31,0
3955,1,10,7,0,0
3956,0,0,0,1,0
3957,20,5,2,0,16
3958,7,0,0,0,0
3959,0,4,0,0,1
3960,1,40,0,3,0
3961,0,5,7,6,0
3962,0,70,0,8,0
3963,0,0,0,0,13
3964,3,29,0,16,4
3965,0,16,1,0,0
3966,14,16,0,14,0
3967,69,0,0,14,1
3968,8,0,10,0,60
3969,0,10,108,2,0
3970,0,1,17,0,0
3971,6,0,1,0,3
3972,0,0,40,0,3
3973,5,3,0,0,0
3974,0,0,0,0,0
3975,0,0,0,5,0
3976,0,2,0,0,9
3977,63,0,0,0,1
3978,4,0,0,0,9
3979,8,0,0,26,14
3980,39,0,9,0,0
3981,0,0,39,0,0
3982,0,19,0,0,2
3983,0,14,1,2,0
3984,16,3,1,0,2
3985,0,0,1,0,1
3986,0,0,4,0,1
3987,2,2,0,0,26
3988,0,0,4,8,39
3989,0,4,0,0,1
3990,0,0,4,0,0
3991,0,2,1,1,2
3992,0,0,0,6,7
3993,6,0,0,1,3
3994,0,0,1,0,0
3995,7,0,5,3,0
3996,54,5,5,54,51
3997,0,4,2,57,0
3998,3,0,1,3,54
3999,3,0,0,0,0
4000,0,0,3,0,0
4001,0,12,6,50,10
4002,17,1,0,0,0
4003,0,34,16,1,0
4004,0,0,5,40,1
4005,0,3,0,0,0
4006,0,5,0,8,0
4007,0,0,0,0,0
4008,28,0,0,15,0
4009,1,0,0,2,0
4010,0,16,17,0,20
4011,0,1,0,50,26
4012,0,4,0,0,2
4013,0,4,4,3,0
4014,25,12,0,95,0
4015,0,0,0,0,1
4016,0,0,3,0,43
4017,1,2,0,0,2
4018,61,7,0,19,0
4019,7,6,0,0,0
4020,19,6,2,29,8
4021,1,2,0,7,0
4022,24,38,0,0,0
4023,0,0,4,2,0
4024,13,0,39,0,58
4025,2,88,12,16,10
4026,3,0,0,5,5
4027,5,0,1,2,7
4028,0,23,10,0,40
4029,0,0,0,2,7
4030,9,5,5,0,0
4031,79,0,51,1,0
4032,0,0,0,0,0
4033,0,135,0,0,5
4034,6,9,0,2,2
4035,0,5,0,1,1
4036,0,1,1,2,0
4037,1,8,0,0,20
4038,0,4,45,4,0
4039,0,36,0,7,5
4040,0,0,0,0,0
4041,0,0,20,55,1
4042,6,0,0,5,0
4043,58,1,0,3,0
4044,0,1,0,21,0
4045,0,0,0,0,3
4046,0,0,2,1,0
4047,0,0,0,3,26
4048,0,4,0,0,0
4049,13,0,0,5,70
4050,16,25,0,40,0
4051,0,2,0,0,31
4052,1,3,14,0,0
4053,0,1,0,7,0
4054,2,0,16,0,1
4055,0,0,8,0,0
4056,2,0,0,2,7
4057,0,1,2,0,0
4058,0,0,0,0,1
4059,0,0,2,19,23
4060,7,1,0,7,46
4061,0,0,11,191,0
4062,0,0,0,0,4
4063,3,1,8,0,2
4064,12,0,0,1,2
4065,0,7,0,14,14
4066,6,5,18,0,0
4067,2,26,0,0,0
4068,0,9,0,5,0
4069,0,30,0,0,0
4070,0,0,1,6,0
4071,0,0,0,0,3
4072,2,21,7,0,4
4073,0,22,18,1,0
4074,1,3,0,0,0
4075,1,0,0,0,0
4076,0,0,4,0,3
4077,3,0,0,1,6
4078,10,9,12,1,0
4079,0,0,0,0,0
4080,0,12,4,0,0
4081,11,96,0,71,15
4082,0,0,2,13,2
4083,0,0,90,9,0
4084,0,0,0,4,0
4085,0,32,4,0,111
4086,10,1,0,39,0
4087,0,0,4,18,1
4088,0,0,0,9,2
4089,0,0,2,1,0
4090,0,0,0,0,7
4091,0,0,0,0,1
4092,17,0,0,9,0
4093,0,0,119,5,3
4094,0,0,3,4,50
4095,0,5,1,0,12
4096,0,0,19,1,9
4097,0,0,8,0,0
4098,0,3,12,30,0
4099,1,0,4,52,0
4100,1,0,1,10,0
4101,59,0,0,1,0
4102,3,4,0,98,64
4103,1,0,0,0,0
4104,0,0,0,0,0
4105,0,2,7,0,57
4106,1,0,0,8,45
4107,1,0,0,1,0
4108,0,0,0,0,3
4109,0,5,0,0,1
4110,1,0,0,0,0
4111,0,0,0,0,25
4112,0,11,6,0,0
4113,0,0,0,0,11
4114,0,5,55,0,1
4115,0,0,0,0,0
4116,0,0,0,0,22
4117,0,10,0,1,2
4118,0,2,0,51,0
4119,0,0,0,0,8
4120,0,0,0,7,0
4121,0,0,0,1,17
4122,3,2,0,3,16
4123,6,0,2,6,0
4124,0,39,0,0,22
4125,5,0,0,12,8
4126,0,0,3,2,0
4127,0,0,7,0,0
4128,0,13,0,1,1
4129,0,3,0,0,7
4130,9,42,0,0,5
4131,37,0,2,0,0
4132,1,1,3,34,1
4133,0,0,30,0,0
4134,0,1,0,0,3
4135,0,0,29,0,0
4136,0,0,0,1,13
4137,0,0,0,3,170
4138,0,0,5,2,0
4139,0,0,7,0,4
4140,10,37,119,0,32
4141,9,0,0,0,2
4142,0,20,0,35,64
4143,0,0,0,7,0
4144,4,0,0,15,0
4145,0,1,0,0,0
4146,0,20,1,0,2
4147,0,0,4,0,3
4148,0,0,3,1,0
4149,0,4,0,0,0
4150,2,0,9,2,0
4151,0,0,0,0,0
4152,0,0,0,0,10
4153,45,1,0,100,1
4154,0,21,1,0,0
4155,0,0,0,0,0
4156,12,2,1,0,2
4157,1,4,0,0,2
4158,0,40,0,24,4
4159,0,6,0,1,0
4160,1,62,17,1,1
4161,0,0,1,0,0
4162,0,0,0,9,0
4163,0,1,0,0,10
4164,0,0,0,4,4
4165,1,1,2,21,37
4166,0,3,0,0,0
4167,0,0,0,0,2
4168,0,4,6,0,1
4169,0,0,0,2,0
4170,1,0,0,0,5
4171,0,0,0,0,0
4172,0,4,0,0,57
4173,0,62,8,0,24
4174,10,2,254,9,0
4175,1,3,3,0,0
4176,2,0,0,0,0
4177,0,0,0,7,0
4178,0,6,77,0,8
4179,0,0,0,0,0
4180,0,7,0,9,0
4181,0,17,28,0,0
4182,0,27,0,2,0
4183,0,0,0,0,0
4184,18,0,1,0,0
4185,5,7,0,0,3
4186,1,0,0,5,0
4187,2,15,21,0,21
4188,1,4,0,0,0
4189,6,3,2,0,0
4190,2,4,0,2,0
4191,0,0,0,5,1
4192,0,0,0,1,12
4193,0,0,0,0,1
4194,0,0,0,0,0
4195,0,8,5,0,59
4196,61,0,0,0,0
4197,0,0,0,3,19
4198,0,1,18,245,0
4199,1,0,1,32,0
4200,0,9,1,4,0
4201,1,3,29,0,0
4202,10,32,0,0,70
4203,1,1,0,2,3
4204,0,0,0,0,0
4205,12,0,6,27,0
4206,0,0,2,0,0
4207,0,0,0,0,0
4208,0,3,5,0,5
4209,0,1,0,10,4
4210,0,3,0,158,0
4211,57,0,191,1,11
4212,1,0,127,12,99
4213,0,0,4,0,0
4214,8,0,0,0,0
4215,0,0,6,25,0
4216,0,4,0,0,13
4217,0,1,2,0,0
4218,0,1,0,1,0
4219,0,0,0,0,2
4220,85,68,0,2,98
4221,0,14,36,0,50
4222,0,12,0,0,2
4223,0,3,0,2,0
4224,2,0,0,0,1
4225,0,0,12,0,0
4226,0,1,0,1,18
4227,16,0,0,0,3
4228,23,3,0,0,0
4229,2,0,5,0,0
4230,0,3,0,0,79
4231,0,29,0,0,0
4232,6,0,36,0,0
4233,12,0,39,1,0
4234,18,0,39,25,2
4235,0,1,0,0,0
4236,1,2,0,0,0
4237,5,8,9,18,1
4238,0,12,0,12,1
4239,0,6,0,8,0
4240,0,8,6,5,7
4241,0,0,0,0,0
4242,0,0,0,0,19
4243,0,15,15,0,6
4244,3,0,0,7,0
4245,1,67,1,14,0
4246,0,0,0,2,4
4247,0,2,3,0,0
4248,0,0,0,0,0
4249,0,0,3,0,0
4250,0,41,38,0,44
4251,0,8,0,1,1
4252,2,0,10,0,22
4253,47,6,0,0,0
4254,0,0,0,49,0
4255,0,0,0,3,1
4256,7,0,0,0,0
4257,0,2,0,0,0
4258,50,71,1,2,57
4259,0,1,0,0,2
4260,0,3,11,0,0
4261,30,0,0,0,1
4262,6,5,2,0,0
4263,0,0,0,0,3
4264,7,0,4,3,0
4265,0,14,1,1,9
4266,0,10,4,2,2
4267,65,0,66,116,8
4268,0,0,0,0,41
4269,0,0,0,0,0
4270,0,0,0,1,0
4271,2,0,1,0,6
4272,40,8,0,0,0
4273,1,0,0,2,22
4274,0,0,0,0,0
4275,0,2,0,0,32
4276,0,4,27,0,2
4277,31,23,0,1,1
4278,0,1,0,0,25
4279,0,1,4,0,0
4280,0,0,0,0,0
4281,3,0,1,0,0
4282,0,0,0,0,0
4283,1,23,19,0,3
4284,0,0,1,1,3
4285,17,0,0,0,1
4286,0,0,3,0,0
4287,0,10,7,0,20
4288,0,1,0,0,0
4289,0,0,1,38,0
4290,1,2,0,2,1
4291,0,0,0,12,0
4292,7,0,0,0,3
4293,0,2,0,0,31
4294,3,0,0,6,0
4295,20,1,11,0,2
4296,2,0,0,1,6
4297,1,13,0,1,0
4298,49,31,0,2,8
4299,0,0,12,0,0
4300,0,0,19,0,21
4301,6,0,3,0,0
4302,26,6,10,42,0
4303,9,1,18,0,0
4304,1,0,0,0,3
4305,1,0,14,0,0
4306,0,11,1,0,0
4307,0,1,0,1,10
4308,10,0,0,1,2
4309,0,0,2,0,0
4310,0,0,0,2,0
4311,2,0,0,9,0
4312,0,1,13,0,0
4313,0,1,0,1,0
4314,0,0,34,0,13
4315,0,0,57,4,0
4316,0,0,1,0,0
4317,2,3,8,0,0
4318,1,4,15,0,1
4319,1,7,0,0,0
4320,0,0,0,2,0
4321,1,0,0,5,0
4322,1,2,0,1,0
4323,0,0,18,8,0
4324,19,52,1,0,10
4325,0,0,1,2,0
4326,0,4,0,0,0
4327,0,0,0,0,4
4328,1,50,0,0,11
4329,1,3,0,12,16
4330,11,0,0,0,0
4331,1,6,2,0,0
4332,0,0,8,2,5
4333,34,0,30,14,0
4334,0,0,0,21,0
4335,0,0,23,0,0
4336,17,0,9,2,3
4337,19,0,1,0,15
4338,1,17,14,10,0
4339,0,0,0,65,0
4340,0,3,2,0,20
4341,18,0,0,7,17
4342,5,0,1,4,0
4343,0,0,0,0,49
4344,0,0,1,31,13
4345,0,0,58,0,0
4346,0,0,0,4,0
4347,0,0,0,3,0
4348,0,0,5,0,0
4349,0,0,0,8,0
4350,2,0,0,1,0
4351,16,0,0,174,0
4352,0,2,0,7,0
4353,0,0,0,0,0
4354,0,0,0,0,4
4355,0,1,2,9,0
4356,0,0,2,1,1
4357,2,17,12,55,9
4358,147,0,164,0,19
4359,57,34,18,0,11
4360,0,0,1,0,0
4361,0,2,36,39,0
4362,1,0,0,0,4
4363,4,1,1,0,0
4364,40,17,1,62,0
4365,0,1,0,2,0
4366,59,0,11,19,4
4367,42,0,0,18,0
4368,5,1,0,0,9
4369,0,0,0,19,0
4370,0,0,11,37,0
4371,28,10,0,1,28
4372,0,0,0,41,0
