definition,event_id,start_date,end_date,duration,peak_tmax,mean_tmax,cumulative_excess,maximum_excess,onset_day_of_year,cessation_day_of_year,start_year,start_month,decade
persistent_36c_2d,persistent_36c_2d_0043,2008-04-19,2008-04-24,6,37.750423,36.883757833333334,5.302546999999997,1.7504229999999978,110,115,2008,4,2000
persistent_36c_2d,persistent_36c_2d_0044,2008-04-29,2008-05-03,5,37.740425,36.818425,4.092125000000003,1.7404250000000019,120,124,2008,4,2000
persistent_36c_2d,persistent_36c_2d_0045,2009-04-23,2009-04-28,6,37.960426,37.053758666666674,6.322552000000002,1.9604259999999982,113,118,2009,4,2000
persistent_36c_2d,persistent_36c_2d_0046,2009-05-08,2009-05-10,3,37.430424,37.34709166666667,4.041275000000006,1.4304240000000021,128,130,2009,5,2000
persistent_36c_2d,persistent_36c_2d_0047,2010-03-21,2010-03-24,4,36.510426,36.280425,1.1217000000000041,0.5104260000000025,80,83,2010,3,2010
persistent_36c_2d,persistent_36c_2d_0048,2010-04-08,2010-04-14,7,38.040424,36.69042528571429,4.832977,2.0404240000000016,98,104,2010,4,2010
persistent_36c_2d,persistent_36c_2d_0049,2010-04-19,2010-04-26,8,38.490425,37.179174625,9.433397,2.490425000000002,109,116,2010,4,2010
persistent_36c_2d,persistent_36c_2d_0050,2013-04-09,2013-04-10,2,36.770424,36.600424000000004,1.2008480000000006,0.7704239999999984,99,100,2013,4,2010
persistent_36c_2d,persistent_36c_2d_0051,2013-04-12,2013-04-13,2,36.860424,36.850424000000004,1.7008480000000006,0.8604240000000019,102,103,2013,4,2010
persistent_36c_2d,persistent_36c_2d_0052,2014-04-20,2014-04-26,7,38.460426,37.41328285714286,9.892980000000009,2.4604259999999982,110,116,2014,4,2010
persistent_36c_2d,persistent_36c_2d_0053,2014-05-13,2014-05-16,4,36.440426,36.29042525,1.1617010000000008,0.4404260000000022,133,136,2014,5,2010
persistent_36c_2d,persistent_36c_2d_0054,2014-05-20,2014-05-23,4,36.680424,36.3979245,1.591698000000008,0.6804240000000021,140,143,2014,5,2010
persistent_36c_2d,persistent_36c_2d_0055,2016-04-24,2016-04-27,4,38.160423,36.8454245,3.381698,2.1604230000000015,115,118,2016,4,2010
persistent_36c_2d,persistent_36c_2d_0056,2016-04-29,2016-05-01,3,36.590424,36.470424666666666,1.4112739999999988,0.5904239999999987,120,122,2016,4,2010
persistent_36c_2d,persistent_36c_2d_0057,2019-04-30,2019-05-01,2,36.090424,36.050425000000004,0.10085000000000122,0.09042399999999873,120,121,2019,4,2010
persistent_36c_2d,persistent_36c_2d_0058,2021-04-12,2021-04-14,3,36.490425,36.23042566666667,0.6912770000000066,0.4904250000000019,102,104,2021,4,2020
persistent_36c_2d,persistent_36c_2d_0059,2021-04-19,2021-04-21,3,36.720425,36.373759,1.1212769999999992,0.7204249999999988,109,111,2021,4,2020
persistent_36c_2d,persistent_36c_2d_0060,2021-04-24,2021-04-29,6,38.270424,37.200424166666664,7.202545000000001,2.2704239999999984,114,119,2021,4,2020
persistent_36c_2d,persistent_36c_2d_0061,2021-05-22,2021-05-23,2,36.590424,36.350424000000004,0.7008480000000006,0.5904239999999987,142,143,2021,5,2020
persistent_36c_2d,persistent_36c_2d_0062,2023-04-08,2023-04-20,13,39.550426,37.95504007692308,25.415521,3.5504260000000016,98,110,2023,4,2020
persistent_36c_2d,persistent_36c_2d_0063,2023-04-26,2023-04-27,2,36.910423,36.780424,1.560848,0.9104230000000015,116,117,2023,4,2020
persistent_36c_2d,persistent_36c_2d_0064,2023-05-06,2023-05-12,7,40.200424,38.24042457142857,15.682972,4.200423999999998,126,132,2023,5,2020
persistent_36c_2d,persistent_36c_2d_0065,2023-05-30,2023-06-06,8,37.900425,36.820424499999994,6.563395999999997,1.9004249999999985,150,157,2023,5,2020
persistent_36c_2d,persistent_36c_2d_0066,2024-04-15,2024-04-17,3,36.780426,36.39042533333333,1.1712759999999989,0.7804259999999985,106,108,2024,4,2020
persistent_36c_2d,persistent_36c_2d_0067,2024-04-19,2024-05-03,15,38.750423,37.5790918,23.686377,2.750422999999998,110,124,2024,4,2020
persistent_36c_2d,persistent_36c_2d_0068,2024-05-15,2024-05-17,3,36.750423,36.440422999999996,1.3212689999999938,0.7504229999999978,136,138,2024,5,2020
persistent_36c_2d,persistent_36c_2d_0069,2024-05-23,2024-05-25,3,37.490425,37.053759,3.1612769999999983,1.4904250000000019,144,146,2024,5,2020
persistent_36c_3d,persistent_36c_3d_0001,1972-04-23,1972-04-25,3,37.170425,36.673758,2.0212739999999982,1.1704250000000016,114,116,1972,4,1970
persistent_36c_3d,persistent_36c_3d_0002,1972-05-13,1972-05-19,7,37.200424,37.09613971428571,7.6729780000000005,1.2004239999999982,134,140,1972,5,1970
persistent_36c_3d,persistent_36c_3d_0003,1973-03-31,1973-04-12,13,38.500423,37.05119461538462,13.665530000000011,2.500422999999998,90,102,1973,3,1970
persistent_36c_3d,persistent_36c_3d_0004,1975-04-07,1975-04-11,5,37.890427,37.1784248,5.892124000000003,1.8904270000000025,97,101,1975,4,1970
persistent_36c_3d,persistent_36c_3d_0005,1975-04-27,1975-05-03,7,38.290424,37.548996428571435,10.842974999999996,2.2904240000000016,117,123,1975,4,1970
persistent_36c_3d,persistent_36c_3d_0006,1975-05-06,1975-05-11,6,39.250423,38.17542516666666,13.052551000000001,3.250422999999998,126,131,1975,5,1970
persistent_36c_3d,persistent_36c_3d_0007,1976-04-07,1976-04-10,4,37.650425,36.815425,3.2616999999999976,1.6504249999999985,98,101,1976,4,1970
persistent_36c_3d,persistent_36c_3d_0008,1976-04-12,1976-04-18,7,38.160423,36.96471071428572,6.752975000000006,2.1604230000000015,103,109,1976,4,1970
persistent_36c_3d,persistent_36c_3d_0009,1979-03-25,1979-03-27,3,37.820423,37.01042433333333,3.0312729999999988,1.8204229999999981,84,86,1979,3,1970
persistent_36c_3d,persistent_36c_3d_0010,1979-03-29,1979-04-05,8,39.240425,37.786675,14.293400000000005,3.240425000000002,88,95,1979,3,1970
persistent_36c_3d,persistent_36c_3d_0011,1979-05-18,1979-05-20,3,39.250423,38.423758,7.271273999999998,3.250422999999998,138,140,1979,5,1970
persistent_36c_3d,persistent_36c_3d_0012,1979-05-24,1979-06-05,13,40.180424,38.83657899999999,36.875527,4.180424000000002,144,156,1979,5,1970
persistent_36c_3d,persistent_36c_3d_0013,1980-04-07,1980-04-11,5,38.340424,37.8224242,9.112121000000002,2.3404239999999987,98,102,1980,4,1980
persistent_36c_3d,persistent_36c_3d_0014,1986-03-28,1986-03-31,4,37.790424,36.935424499999996,3.7416979999999995,1.7904240000000016,87,90,1986,3,1980
persistent_36c_3d,persistent_36c_3d_0015,1987-04-03,1987-04-07,5,37.990425,37.2924248,6.462124000000003,1.9904250000000019,93,97,1987,4,1980
persistent_36c_3d,persistent_36c_3d_0016,1989-04-14,1989-04-16,3,37.310425,37.187092,3.5612759999999994,1.3104250000000022,104,106,1989,4,1980
persistent_36c_3d,persistent_36c_3d_0017,1989-04-22,1989-04-24,3,37.140427,36.843759,2.531277000000003,1.1404270000000025,112,114,1989,4,1980
persistent_36c_3d,persistent_36c_3d_0018,1991-03-18,1991-03-20,3,36.610424,36.443758333333335,1.331275000000005,0.6104240000000019,77,79,1991,3,1990
persistent_36c_3d,persistent_36c_3d_0019,1992-04-09,1992-04-15,7,37.970425,37.021852714285714,7.152968999999999,1.9704249999999988,100,106,1992,4,1990
persistent_36c_3d,persistent_36c_3d_0020,1992-04-17,1992-04-23,7,37.670425,36.82328242857143,5.762976999999999,1.6704250000000016,108,114,1992,4,1990
persistent_36c_3d,persistent_36c_3d_0021,1995-03-20,1995-03-25,6,37.880424,37.080425166666664,6.482551000000001,1.8804239999999979,79,84,1995,3,1990
persistent_36c_3d,persistent_36c_3d_0022,1995-04-25,1995-04-27,3,37.290424,36.62042466666667,1.8612740000000016,1.2904240000000016,115,117,1995,4,1990
persistent_36c_3d,persistent_36c_3d_0023,1995-05-01,1995-05-04,4,37.260426,36.6479245,2.591698000000001,1.2604260000000025,121,124,1995,5,1990
persistent_36c_3d,persistent_36c_3d_0024,1996-04-19,1996-04-21,3,37.540424,37.100424333333336,3.301273000000002,1.5404240000000016,110,112,1996,4,1990
persistent_36c_3d,persistent_36c_3d_0025,1999-04-02,1999-04-04,3,36.840424,36.523758,1.5712739999999954,0.8404239999999987,92,94,1999,4,1990
persistent_36c_3d,persistent_36c_3d_0026,1999-04-24,1999-04-29,6,37.050426,36.560425333333335,3.362552000000001,1.0504260000000016,114,119,1999,4,1990
persistent_36c_3d,persistent_36c_3d_0027,1999-05-01,1999-05-04,4,37.390427,36.467925,1.8717000000000041,1.3904270000000025,121,124,1999,5,1990
persistent_36c_3d,persistent_36c_3d_0028,2008-04-19,2008-04-24,6,37.750423,36.883757833333334,5.302546999999997,1.7504229999999978,110,115,2008,4,2000
persistent_36c_3d,persistent_36c_3d_0029,2008-04-29,2008-05-03,5,37.740425,36.818425,4.092125000000003,1.7404250000000019,120,124,2008,4,2000
persistent_36c_3d,persistent_36c_3d_0030,2009-04-23,2009-04-28,6,37.960426,37.053758666666674,6.322552000000002,1.9604259999999982,113,118,2009,4,2000
persistent_36c_3d,persistent_36c_3d_0031,2009-05-08,2009-05-10,3,37.430424,37.34709166666667,4.041275000000006,1.4304240000000021,128,130,2009,5,2000
persistent_36c_3d,persistent_36c_3d_0032,2010-03-21,2010-03-24,4,36.510426,36.280425,1.1217000000000041,0.5104260000000025,80,83,2010,3,2010
persistent_36c_3d,persistent_36c_3d_0033,2010-04-08,2010-04-14,7,38.040424,36.69042528571429,4.832977,2.0404240000000016,98,104,2010,4,2010
persistent_36c_3d,persistent_36c_3d_0034,2010-04-19,2010-04-26,8,38.490425,37.179174625,9.433397,2.490425000000002,109,116,2010,4,2010
persistent_36c_3d,persistent_36c_3d_0035,2014-04-20,2014-04-26,7,38.460426,37.41328285714286,9.892980000000009,2.4604259999999982,110,116,2014,4,2010
persistent_36c_3d,persistent_36c_3d_0036,2014-05-13,2014-05-16,4,36.440426,36.29042525,1.1617010000000008,0.4404260000000022,133,136,2014,5,2010
persistent_36c_3d,persistent_36c_3d_0037,2014-05-20,2014-05-23,4,36.680424,36.3979245,1.591698000000008,0.6804240000000021,140,143,2014,5,2010
persistent_36c_3d,persistent_36c_3d_0038,2016-04-24,2016-04-27,4,38.160423,36.8454245,3.381698,2.1604230000000015,115,118,2016,4,2010
persistent_36c_3d,persistent_36c_3d_0039,2016-04-29,2016-05-01,3,36.590424,36.470424666666666,1.4112739999999988,0.5904239999999987,120,122,2016,4,2010
persistent_36c_3d,persistent_36c_3d_0040,2021-04-12,2021-04-14,3,36.490425,36.23042566666667,0.6912770000000066,0.4904250000000019,102,104,2021,4,2020
persistent_36c_3d,persistent_36c_3d_0041,2021-04-19,2021-04-21,3,36.720425,36.373759,1.1212769999999992,0.7204249999999988,109,111,2021,4,2020
persistent_36c_3d,persistent_36c_3d_0042,2021-04-24,2021-04-29,6,38.270424,37.200424166666664,7.202545000000001,2.2704239999999984,114,119,2021,4,2020
persistent_36c_3d,persistent_36c_3d_0043,2023-04-08,2023-04-20,13,39.550426,37.95504007692308,25.415521,3.5504260000000016,98,110,2023,4,2020
persistent_36c_3d,persistent_36c_3d_0044,2023-05-06,2023-05-12,7,40.200424,38.24042457142857,15.682972,4.200423999999998,126,132,2023,5,2020
persistent_36c_3d,persistent_36c_3d_0045,2023-05-30,2023-06-06,8,37.900425,36.820424499999994,6.563395999999997,1.9004249999999985,150,157,2023,5,2020
persistent_36c_3d,persistent_36c_3d_0046,2024-04-15,2024-04-17,3,36.780426,36.39042533333333,1.1712759999999989,0.7804259999999985,106,108,2024,4,2020
persistent_36c_3d,persistent_36c_3d_0047,2024-04-19,2024-05-03,15,38.750423,37.5790918,23.686377,2.750422999999998,110,124,2024,4,2020
persistent_36c_3d,persistent_36c_3d_0048,2024-05-15,2024-05-17,3,36.750423,36.440422999999996,1.3212689999999938,0.7504229999999978,136,138,2024,5,2020
persistent_36c_3d,persistent_36c_3d_0049,2024-05-23,2024-05-25,3,37.490425,37.053759,3.1612769999999983,1.4904250000000019,144,146,2024,5,2020
relative_90p_3d,relative_90p_3d_0001,1972-05-10,1972-05-19,10,37.200424,36.71242529999999,18.10100339999999,2.297999400000002,131,140,1972,5,1970
relative_90p_3d,relative_90p_3d_0002,1972-06-07,1972-06-12,6,36.120426,35.192091500000004,5.661001999999996,2.0670001000000013,159,164,1972,6,1970
relative_90p_3d,relative_90p_3d_0003,1972-07-11,1972-07-13,3,35.310425,34.52375800000001,5.009998000000003,2.4500010000000003,193,195,1972,7,1970
relative_90p_3d,relative_90p_3d_0004,1972-11-22,1972-11-26,5,30.310425,30.006425200000002,3.3079991999999976,1.1900009999999988,327,331,1972,11,1970
relative_90p_3d,relative_90p_3d_0005,1972-11-28,1972-12-05,8,31.260426,29.92542475,10.280999900000001,2.7690009999999994,333,340,1972,11,1970
relative_90p_3d,relative_90p_3d_0006,1972-12-20,1972-12-22,3,28.450424,28.087091666666666,2.696998999999998,1.2689979999999998,355,357,1972,12,1970
relative_90p_3d,relative_90p_3d_0007,1972-12-30,1973-01-02,4,29.350426,28.127925,7.302999099999994,3.049000999999997,365,2,1972,12,1970
relative_90p_3d,relative_90p_3d_0008,1973-01-08,1973-01-12,5,28.180426,27.6084252,5.688002099999995,1.8360011000000007,8,12,1973,1,1970
relative_90p_3d,relative_90p_3d_0009,1973-02-13,1973-02-16,4,31.950424,30.8654245,2.309999899999994,1.6189989999999987,44,47,1973,2,1970
relative_90p_3d,relative_90p_3d_0010,1973-03-24,1973-03-26,3,36.440426,36.05375933333334,1.1240017000000009,0.7260003000000026,83,85,1973,3,1970
relative_90p_3d,relative_90p_3d_0011,1973-03-31,1973-04-12,13,38.500423,37.05119461538462,14.366000200000002,2.618998699999999,90,102,1973,3,1970
relative_90p_3d,relative_90p_3d_0012,1974-03-08,1974-03-10,3,35.680424,35.00709166666667,3.253000400000005,1.798999700000003,67,69,1974,3,1970
relative_90p_3d,relative_90p_3d_0013,1974-03-15,1974-03-17,3,35.390427,35.207092333333335,1.4040007000000045,0.6770011000000054,74,76,1974,3,1970
relative_90p_3d,relative_90p_3d_0014,1974-10-10,1974-10-12,3,33.010426,32.947091666666665,0.20800170000000406,0.11000100000000401,283,285,1974,10,1970
relative_90p_3d,relative_90p_3d_0015,1975-04-07,1975-04-11,5,37.890427,37.1784248,5.983996299999994,1.8790011999999976,97,101,1975,4,1970
relative_90p_3d,relative_90p_3d_0016,1975-04-27,1975-05-03,7,38.290424,37.548996428571435,11.223997999999995,2.1970011000000014,117,123,1975,4,1970
relative_90p_3d,relative_90p_3d_0017,1975-05-05,1975-05-11,7,39.250423,37.843282428571435,19.188006499999993,4.136998699999992,125,131,1975,5,1970
relative_90p_3d,relative_90p_3d_0018,1976-02-18,1976-02-20,3,32.680424,32.00375833333333,3.6520008999999973,1.7949997999999994,49,51,1976,2,1970
relative_90p_3d,relative_90p_3d_0019,1976-03-18,1976-03-21,4,36.080425,35.745425,2.2350014999999885,0.7600020000000001,78,81,1976,3,1970
relative_90p_3d,relative_90p_3d_0020,1976-03-29,1976-03-31,3,36.470425,36.220425999999996,1.0280038999999945,0.5900010000000009,89,91,1976,3,1970
relative_90p_3d,relative_90p_3d_0021,1976-04-07,1976-04-10,4,37.650425,36.815425,3.283996299999991,1.6669981000000007,98,101,1976,4,1970
relative_90p_3d,relative_90p_3d_0022,1976-04-12,1976-04-18,7,38.160423,36.96471071428572,6.055001999999995,1.9429969999999983,103,109,1976,4,1970
relative_90p_3d,relative_90p_3d_0023,1976-11-16,1976-11-18,3,30.640425,30.403758666666665,0.5860009999999996,0.3180000000000014,321,323,1976,11,1970
relative_90p_3d,relative_90p_3d_0024,1977-09-05,1977-09-07,3,34.470425,33.913758666666666,2.655000099999988,1.4470007999999979,248,250,1977,9,1970
relative_90p_3d,relative_90p_3d_0025,1978-11-23,1978-11-27,5,30.110424,29.7604248,2.6549973000000016,0.8899989999999995,327,331,1978,11,1970
relative_90p_3d,relative_90p_3d_0026,1978-12-12,1978-12-14,3,28.450424,28.260424,1.4399980000000063,0.6700000000000017,346,348,1978,12,1970
relative_90p_3d,relative_90p_3d_0027,1979-01-17,1979-01-21,5,27.780424,27.328424199999994,2.678995099999998,0.9289982000000023,17,21,1979,1,1970
relative_90p_3d,relative_90p_3d_0028,1979-03-06,1979-03-08,3,34.800426,34.13375833333334,1.4679994000000107,0.9660014000000032,65,67,1979,3,1970
relative_90p_3d,relative_90p_3d_0029,1979-03-24,1979-03-27,4,37.820423,36.690425000000005,3.963997699999993,2.1059972999999985,83,86,1979,3,1970
relative_90p_3d,relative_90p_3d_0030,1979-03-29,1979-04-05,8,39.240425,37.786675,15.044998200000002,3.306000900000001,88,95,1979,3,1970
relative_90p_3d,relative_90p_3d_0031,1979-05-18,1979-06-06,20,40.180424,38.0919251,63.64001269999998,5.158999800000004,138,157,1979,5,1970
relative_90p_3d,relative_90p_3d_0032,1979-06-21,1979-06-23,3,34.830425,33.913758333333334,2.193000099999999,1.6570000999999976,172,174,1979,6,1970
relative_90p_3d,relative_90p_3d_0033,1979-08-11,1979-08-13,3,36.380424,34.327090999999996,4.099995,3.4199979999999996,223,225,1979,8,1970
relative_90p_3d,relative_90p_3d_0034,1979-11-23,1979-11-27,5,31.270426,30.632425,7.014998300000002,2.0500010000000017,327,331,1979,11,1970
relative_90p_3d,relative_90p_3d_0035,1980-04-07,1980-04-11,5,38.340424,37.8224242,9.203993299999993,2.356997100000001,98,102,1980,4,1980
relative_90p_3d,relative_90p_3d_0036,1980-12-26,1980-12-28,3,27.760426,27.450425666666664,2.655001899999995,1.2260018999999964,361,363,1980,12,1980
relative_90p_3d,relative_90p_3d_0037,1981-09-23,1981-09-25,3,34.830425,34.170425333333334,2.7160049000000015,1.5600009999999997,266,268,1981,9,1980
relative_90p_3d,relative_90p_3d_0038,1982-01-24,1982-01-27,4,29.340425,28.530425,3.6100009999999934,1.630001,24,27,1982,1,1980
relative_90p_3d,relative_90p_3d_0039,1982-07-17,1982-07-19,3,34.040424,33.463759,1.677000200000002,1.1699979999999996,198,200,1982,7,1980
relative_90p_3d,relative_90p_3d_0040,1982-10-17,1982-10-20,4,33.490425,33.307925,2.7139999000000046,0.7700000000000031,290,293,1982,10,1980
relative_90p_3d,relative_90p_3d_0041,1983-07-12,1983-07-14,3,33.940426,33.600424333333336,2.2299989999999994,1.0800020000000004,193,195,1983,7,1980
relative_90p_3d,relative_90p_3d_0042,1984-03-16,1984-03-19,4,36.030426,35.6579245,2.9119945999999857,0.8879993999999982,76,79,1984,3,1980
relative_90p_3d,relative_90p_3d_0043,1984-03-31,1984-04-02,3,37.160423,36.550424,1.975995900000001,1.2579980000000006,91,93,1984,3,1980
relative_90p_3d,relative_90p_3d_0044,1984-08-13,1984-08-15,3,33.830425,33.420424000000004,1.397993999999997,0.869999,226,228,1984,8,1980
relative_90p_3d,relative_90p_3d_0045,1985-03-07,1985-03-14,8,36.340424,34.810423875,5.39598629999999,1.8689988,66,73,1985,3,1980
relative_90p_3d,relative_90p_3d_0046,1985-11-15,1985-11-17,3,32.080425,31.453759,3.2970019000000015,1.7579999999999991,319,321,1985,11,1980
relative_90p_3d,relative_90p_3d_0047,1985-12-23,1985-12-27,5,28.050425,27.4824252,3.2320017999999884,0.9800000000000004,357,361,1985,12,1980
relative_90p_3d,relative_90p_3d_0048,1986-03-28,1986-03-31,4,37.790424,36.935424499999996,4.2880009,1.9189981999999972,87,90,1986,3,1980
relative_90p_3d,relative_90p_3d_0049,1986-06-04,1986-06-08,5,35.600426,35.1564254,2.709005899999994,0.898001899999997,155,159,1986,6,1980
relative_90p_3d,relative_90p_3d_0050,1986-08-08,1986-08-11,4,34.790424,33.987924500000005,4.18599609999999,1.8689990999999964,220,223,1986,8,1980
relative_90p_3d,relative_90p_3d_0051,1987-04-03,1987-04-07,5,37.990425,37.2924248,6.645995400000004,2.006998100000004,93,97,1987,4,1980
relative_90p_3d,relative_90p_3d_0052,1987-05-16,1987-05-21,6,36.550426,35.518758000000005,3.7640035999999952,1.6390028,136,141,1987,5,1980
relative_90p_3d,relative_90p_3d_0053,1987-05-23,1987-05-31,9,36.060425,35.72264744444445,6.506005999999992,1.0350011000000023,143,151,1987,5,1980
relative_90p_3d,relative_90p_3d_0054,1987-06-15,1987-06-17,3,34.790424,34.400425000000006,1.838000000000001,1.009998000000003,166,168,1987,6,1980
relative_90p_3d,relative_90p_3d_0055,1987-06-27,1987-06-30,4,33.950424,33.2154245,1.6079972999999939,1.1189990999999964,178,181,1987,6,1980
relative_90p_3d,relative_90p_3d_0056,1987-12-20,1987-12-22,3,28.020426,27.757091666666668,1.7069989999999997,0.8389999999999986,354,356,1987,12,1980
relative_90p_3d,relative_90p_3d_0057,1987-12-26,1987-12-28,3,27.240425,26.963758333333335,1.1949998999999956,0.5460008999999992,360,362,1987,12,1980
relative_90p_3d,relative_90p_3d_0058,1988-11-23,1988-11-25,3,29.830425,29.53709166666667,0.6079982000000044,0.397999200000001,328,330,1988,11,1980
relative_90p_3d,relative_90p_3d_0059,1989-04-14,1989-04-16,3,37.310425,37.187092,3.2730021999999934,1.2160010000000057,104,106,1989,4,1980
relative_90p_3d,relative_90p_3d_0060,1989-04-22,1989-04-24,3,37.140427,36.843759,1.518000900000004,0.8100020000000043,112,114,1989,4,1980
relative_90p_3d,relative_90p_3d_0061,1990-01-28,1990-01-31,4,29.770426,28.7504255,2.822000299999999,1.779001000000001,28,31,1990,1,1990
relative_90p_3d,relative_90p_3d_0062,1990-08-30,1990-09-01,3,33.670425,33.36375933333333,0.9460039000000009,0.6460009000000042,242,244,1990,8,1990
relative_90p_3d,relative_90p_3d_0063,1990-11-13,1990-11-15,3,31.820425,31.26709166666667,2.0469997999999983,1.2389999999999972,317,319,1990,11,1990
relative_90p_3d,relative_90p_3d_0064,1991-02-24,1991-02-26,3,32.770424,32.297091,1.5819983999999998,0.9859999999999971,55,57,1991,2,1990
relative_90p_3d,relative_90p_3d_0065,1991-03-17,1991-03-22,6,36.610424,36.017091666666666,4.990000499999994,1.6189991999999975,76,81,1991,3,1990
relative_90p_3d,relative_90p_3d_0066,1992-04-09,1992-04-15,7,37.970425,37.021852714285714,7.319995899999995,1.9589991999999938,100,106,1992,4,1990
relative_90p_3d,relative_90p_3d_0067,1992-04-19,1992-04-23,5,37.050426,36.76242520000001,2.0779969000000023,0.7000000000000028,110,114,1992,4,1990
relative_90p_3d,relative_90p_3d_0068,1992-08-12,1992-08-14,3,33.920425,33.62709133333333,1.99999600000001,0.9599990000000034,225,227,1992,8,1990
relative_90p_3d,relative_90p_3d_0069,1992-08-29,1992-08-31,3,33.990425,33.527092,1.4360019000000008,0.9299999999999997,242,244,1992,8,1990
relative_90p_3d,relative_90p_3d_0070,1992-09-21,1992-09-23,3,34.100426,33.70375833333333,1.2150016999999949,0.7999999999999972,265,267,1992,9,1990
relative_90p_3d,relative_90p_3d_0071,1992-10-29,1992-10-31,3,32.650425,32.53709166666666,2.2800009999999986,0.9299999999999997,303,305,1992,10,1990
relative_90p_3d,relative_90p_3d_0072,1992-11-21,1992-11-23,3,30.240425,29.927092333333334,1.0080002000000015,0.5,326,328,1992,11,1990
relative_90p_3d,relative_90p_3d_0073,1993-02-14,1993-02-18,5,32.430424,31.454425200000003,4.958002799999992,1.8389989000000035,45,49,1993,2,1990
relative_90p_3d,relative_90p_3d_0074,1993-12-31,1994-01-02,3,26.950424,26.660424333333335,1.125997899999998,0.5999980000000029,365,2,1993,12,1990
relative_90p_3d,relative_90p_3d_0075,1994-01-12,1994-01-14,3,28.010426,27.477091666666666,2.749000899999995,1.4190009000000003,12,14,1994,1,1990
relative_90p_3d,relative_90p_3d_0076,1994-05-05,1994-05-07,3,35.480427,35.38709266666667,0.49000379999999666,0.23500169999999798,125,127,1994,5,1990
relative_90p_3d,relative_90p_3d_0077,1995-03-20,1995-03-25,6,37.880424,37.080425166666664,9.470003499999997,2.2379973999999976,79,84,1995,3,1990
relative_90p_3d,relative_90p_3d_0078,1995-04-30,1995-05-04,5,37.260426,36.5164246,4.228994400000005,1.777999400000006,120,124,1995,4,1990
relative_90p_3d,relative_90p_3d_0079,1995-05-29,1995-06-01,4,35.820423,35.400424,1.5740010999999967,0.7989987999999997,149,152,1995,5,1990
relative_90p_3d,relative_90p_3d_0080,1995-08-26,1995-08-28,3,33.570423,33.38042433333334,0.9150010999999907,0.5089981999999935,238,240,1995,8,1990
relative_90p_3d,relative_90p_3d_0081,1996-04-19,1996-04-21,3,37.540424,37.100424333333336,2.2499950000000055,1.1899980000000028,110,112,1996,4,1990
relative_90p_3d,relative_90p_3d_0082,1996-09-13,1996-09-15,3,35.170425,34.740425,4.555001099999991,1.9480000000000004,257,259,1996,9,1990
relative_90p_3d,relative_90p_3d_0083,1997-08-02,1997-08-04,3,34.320423,33.60042466666667,1.9229969999999952,1.3579968999999963,214,216,1997,8,1990
relative_90p_3d,relative_90p_3d_0084,1997-11-05,1997-11-07,3,32.110424,31.710424333333332,1.1289990000000003,0.8300000000000018,309,311,1997,11,1990
relative_90p_3d,relative_90p_3d_0085,1998-09-25,1998-09-27,3,34.590424,34.110424,2.586999800000001,1.3200000000000003,268,270,1998,9,1990
relative_90p_3d,relative_90p_3d_0086,1998-10-05,1998-10-14,10,34.360424,33.7454246,8.231001899999988,1.4359989000000013,278,287,1998,10,1990
